time, current_loop, loop_latency, logic_execution_time, conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12), 
2022-09-16 11:49:07.404576, 1663321747400, 1, 1, 1.0, 3.0, 1.253333333333334, 1.1742, 19.5, 
2022-09-16 11:49:07.633971, 1663321747600, 2, 6, 1.0, 3.0, 0.0, 1.1742, 18.0, 
2022-09-16 11:49:07.808481, 1663321747800, 0, 6, 1.0, 3.0, 0.0, 1.1742, 17.5, 
2022-09-16 11:49:08.008935, 1663321748000, 0, 7, 1.0, 3.0, 0.0, 1.1742, 16.5, 
2022-09-16 11:49:08.233872, 1663321748200, 2, 25, 1.0, 3.0, 0.0, 1.1742, 15.0, 
2022-09-16 11:49:08.423130, 1663321748400, 1, 6, 1.0, 3.0, 0.0, 1.1742, 14.5, 
2022-09-16 11:49:08.616261, 1663321748600, 1, 7, 1.0, 3.0, 0.0, 1.1742, 13.5, 
2022-09-16 11:49:08.817255, 1663321748800, 1, 6, 1.0, 3.0, 0.0, 1.1742, 12.0, 
2022-09-16 11:49:09.025592, 1663321749000, 4, 7, 1.0, 3.0, 0.0, 1.1742, 11.5, 
2022-09-16 11:49:09.236476, 1663321749200, 1, 10, 1.0, 3.0, 0.0, 1.1742, 10.0, 
2022-09-16 11:49:09.420194, 1663321749400, 0, 8, 1.0, 3.0, 0.0, 1.1742, 9.5, 
2022-09-16 11:49:09.606434, 1663321749600, 1, 5, 1.0, 3.0, 0.0, 1.1742, 8.0, 
2022-09-16 11:49:09.823075, 1663321749800, 1, 8, 1.0, 3.0, 0.0, 1.1742, 7.0, 
2022-09-16 11:49:10.034790, 1663321750000, 0, 18, 1.0, 3.0, 0.0, 1.1742, 6.0, 
2022-09-16 11:49:10.217939, 1663321750200, 2, 5, 1.0, 3.0, 0.0, 1.1742, 5.0, 
2022-09-16 11:49:10.424426, 1663321750400, 4, 6, 1.0, 3.0, 0.0, 1.1742, 4.0, 
2022-09-16 11:49:10.615547, 1663321750600, 1, 7, 1.0, 3.0, 0.0, 1.1742, 3.5, 
2022-09-16 11:49:10.815935, 1663321750800, 0, 7, 1.0, 3.0, 0.0, 1.1742, 2.5, 
2022-09-16 11:49:11.055364, 1663321751000, 1, 46, 1.0, 3.0, 0.0, 1.1742, 1.0, 
2022-09-16 11:49:11.222221, 1663321751200, 1, 14, 0.0, 3.0, 0.0, 1.1742, 0.5, 
2022-09-16 11:49:11.439351, 1663321751400, 1, 35, 0.0, 3.0, 0.013333333333333334, 1.1742, 0.5, 
2022-09-16 11:49:11.619095, 1663321751600, 2, 10, 0.0, 3.0, 0.02666666666666667, 1.1742, 0.5, 
2022-09-16 11:49:11.820903, 1663321751800, 2, 8, 0.0, 3.0, 0.05333333333333334, 1.1742, 0.5, 
2022-09-16 11:49:12.002684, 1663321752000, 1, 1, 0.0, 3.0, 0.08, 1.1742, 0.5, 
2022-09-16 11:49:12.220339, 1663321752200, 1, 12, 0.0, 3.0, 0.10666666666666665, 1.1742, 0.5, 
2022-09-16 11:49:12.425256, 1663321752400, 1, 8, 0.0, 3.0, 0.1333333333333333, 1.1742, 0.5, 
2022-09-16 11:49:12.619836, 1663321752600, 1, 10, 0.0, 3.0, 0.1733333333333333, 1.1742, 0.5, 
2022-09-16 11:49:12.851290, 1663321752800, 1, 9, 0.0, 3.0, 0.19999999999999998, 1.1742, 0.5, 
2022-09-16 11:49:13.031652, 1663321753000, 1, 10, 0.0, 3.0, 0.21333333333333335, 1.1742, 0.5, 
2022-09-16 11:49:13.222022, 1663321753200, 1, 5, 0.0, 3.0, 0.24000000000000002, 1.1742, 0.5, 
2022-09-16 11:49:13.417232, 1663321753400, 1, 7, 0.0, 3.0, 0.26666666666666666, 1.1742, 0.5, 
2022-09-16 11:49:13.621593, 1663321753600, 1, 7, 0.0, 3.0, 0.2933333333333334, 1.1742, 0.5, 
2022-09-16 11:49:13.840508, 1663321753800, 9, 27, 0.0, 3.0, 0.3333333333333334, 1.1742, 0.5, 
2022-09-16 11:49:14.037935, 1663321754000, 11, 8, 0.0, 3.0, 0.3600000000000001, 1.1742, 0.5, 
2022-09-16 11:49:14.205147, 1663321754200, 0, 4, 0.0, 3.0, 0.37333333333333346, 1.1742, 0.5, 
2022-09-16 11:49:14.426003, 1663321754400, 1, 9, 0.0, 3.0, 0.40000000000000013, 1.1742, 0.5, 
2022-09-16 11:49:14.634917, 1663321754600, 2, 22, 0.0, 3.0, 0.4266666666666668, 1.1742, 0.5, 
2022-09-16 11:49:14.819496, 1663321754800, 1, 7, 0.0, 3.0, 0.45333333333333353, 1.1742, 0.5, 
2022-09-16 11:49:15.014507, 1663321755000, 1, 3, 0.0, 3.0, 0.4800000000000002, 1.1742, 0.5, 
2022-09-16 11:49:15.247649, 1663321755200, 1, 15, 0.0, 3.0, 0.5200000000000004, 1.1742, 0.5, 
2022-09-16 11:49:15.422504, 1663321755400, 0, 8, 0.0, 3.0, 0.5333333333333337, 1.1742, 0.5, 
2022-09-16 11:49:15.631176, 1663321755600, 1, 8, 0.0, 3.0, 0.5733333333333337, 1.1742, 0.5, 
2022-09-16 11:49:15.820322, 1663321755800, 1, 10, 0.0, 3.0, 0.586666666666667, 1.1742, 0.5, 
2022-09-16 11:49:16.002922, 1663321756000, 0, 2, 0.0, 3.0, 0.6133333333333337, 1.1742, 0.5, 
2022-09-16 11:49:16.212760, 1663321756200, 0, 12, 0.0, 3.0, 0.6533333333333338, 1.1742, 0.5, 
2022-09-16 11:49:16.468826, 1663321756400, 1, 11, 0.0, 3.0, 0.6800000000000005, 1.1742, 0.5, 
2022-09-16 11:49:16.652720, 1663321756600, 1, 5, 0.0, 3.0, 0.7066666666666671, 1.1742, 0.5, 
2022-09-16 11:49:16.819818, 1663321756800, 0, 8, 0.0, 3.0, 0.7333333333333338, 1.1742, 0.5, 
2022-09-16 11:49:17.050296, 1663321757000, 1, 18, 0.0, 3.0, 0.7600000000000006, 1.1742, 0.5, 
2022-09-16 11:49:17.221743, 1663321757200, 1, 11, 0.0, 3.0, 0.7733333333333339, 1.1742, 0.5, 
2022-09-16 11:49:17.430039, 1663321757400, 0, 10, 0.0, 3.0, 0.8133333333333339, 1.1742, 0.5, 
2022-09-16 11:49:17.619779, 1663321757600, 1, 9, 0.0, 3.0, 0.8266666666666672, 1.1742, 0.5, 
2022-09-16 11:49:17.823890, 1663321757800, 1, 7, 0.0, 3.0, 0.8533333333333339, 1.1742, 0.5, 
2022-09-16 11:49:18.002858, 1663321758000, 1, 1, 0.0, 3.0, 0.8800000000000007, 1.1742, 0.5, 
2022-09-16 11:49:18.227070, 1663321758200, 1, 2, 0.0, 3.0, 0.9200000000000007, 1.1742, 0.5, 
2022-09-16 11:49:18.450933, 1663321758400, 3, 7, 0.0, 3.0, 0.9466666666666673, 1.1742, 0.5, 
2022-09-16 11:49:18.616735, 1663321758600, 1, 6, 0.0, 3.0, 0.9600000000000007, 1.1742, 0.5, 
2022-09-16 11:49:18.811368, 1663321758800, 1, 4, 0.0, 3.0, 0.9866666666666674, 1.1742, 0.5, 
2022-09-16 11:49:19.058979, 1663321759000, 1, 28, 0.0, 3.0, 1.0266666666666673, 1.1742, 0.5, 
2022-09-16 11:49:19.220123, 1663321759200, 1, 8, 0.0, 3.0, 1.053333333333334, 1.1742, 0.5, 
2022-09-16 11:49:19.434026, 1663321759400, 1, 22, 0.0, 3.0, 1.0666666666666673, 1.1742, 0.5, 
2022-09-16 11:49:19.627820, 1663321759600, 1, 7, 0.0, 3.0, 1.093333333333334, 1.1742, 0.5, 
2022-09-16 11:49:19.820431, 1663321759800, 1, 5, 0.0, 3.0, 1.1200000000000008, 1.1742, 0.5, 
2022-09-16 11:49:20.003458, 1663321760000, 0, 1, 0.0, 3.0, 1.1466666666666674, 1.6454, 0.5, 
2022-09-16 11:49:20.212113, 1663321760200, 1, 4, 0.0, 3.0, 1.1866666666666674, 1.6454, 0.5, 
2022-09-16 11:49:20.401634, 1663321760400, 0, 1, 0.0, 3.0, 1.2000000000000008, 1.6454, 0.5, 
2022-09-16 11:49:20.621230, 1663321760600, 3, 3, 0.0, 3.0, 1.2400000000000009, 1.6454, 0.5, 
2022-09-16 11:49:20.830832, 1663321760800, 1, 6, 0.0, 3.0, 1.2666666666666675, 1.6454, 0.5, 
2022-09-16 11:49:21.027015, 1663321761000, 2, 6, 0.0, 3.0, 1.280000000000001, 1.6454, 0.5, 
2022-09-16 11:49:21.213472, 1663321761200, 1, 5, 0.0, 3.0, 1.3066666666666675, 1.6454, 0.5, 
2022-09-16 11:49:21.417570, 1663321761400, 1, 6, 0.0, 3.0, 1.3333333333333341, 1.6454, 0.5, 
2022-09-16 11:49:21.623438, 1663321761600, 1, 7, 0.0, 3.0, 1.360000000000001, 1.6454, 0.5, 
2022-09-16 11:49:21.815264, 1663321761800, 1, 6, 0.0, 3.0, 1.3866666666666676, 1.6454, 0.5, 
2022-09-16 11:49:22.046380, 1663321762000, 1, 22, 0.0, 3.0, 1.4266666666666676, 1.6454, 0.5, 
2022-09-16 11:49:22.220952, 1663321762200, 3, 6, 0.0, 3.0, 1.440000000000001, 1.6454, 0.5, 
2022-09-16 11:49:22.454995, 1663321762400, 1, 41, 0.0, 3.0, 1.480000000000001, 1.6454, 0.5, 
2022-09-16 11:49:22.619662, 1663321762600, 1, 7, 0.0, 3.0, 1.4933333333333343, 1.6454, 0.5, 
2022-09-16 11:49:22.825669, 1663321762800, 1, 9, 0.0, 3.0, 1.5200000000000011, 1.6454, 0.5, 
2022-09-16 11:49:23.036813, 1663321763000, 3, 10, 0.0, 3.0, 1.5600000000000012, 1.6454, 0.5, 
2022-09-16 11:49:23.232402, 1663321763200, 1, 7, 0.0, 3.0, 1.5866666666666678, 1.6454, 0.5, 
2022-09-16 11:49:23.451703, 1663321763400, 0, 45, 0.0, 3.0, 1.6133333333333344, 1.6454, 0.5, 
2022-09-16 11:49:23.646751, 1663321763600, 6, 6, 0.0, 3.0, 1.6400000000000012, 1.6454, 0.5, 
2022-09-16 11:49:23.822988, 1663321763800, 1, 9, 0.0, 3.0, 1.6533333333333344, 1.6454, 0.5, 
2022-09-16 11:49:24.042953, 1663321764000, 0, 22, 0.0, 3.0, 1.6933333333333345, 1.6454, 0.5, 
2022-09-16 11:49:24.219030, 1663321764200, 1, 6, 0.0, 3.0, 1.7066666666666679, 1.6454, 0.5, 
2022-09-16 11:49:24.427183, 1663321764400, 1, 12, 1.0, 3.0, 1.7066666666666679, 1.6454, 0.5, 
2022-09-16 11:49:24.623849, 1663321764600, 1, 6, 1.0, 3.0, 1.7066666666666679, 1.6454, 19.0, 
2022-09-16 11:49:24.810714, 1663321764800, 0, 6, 1.0, 3.0, 0.0, 1.6454, 18.5, 
2022-09-16 11:49:25.022111, 1663321765000, 0, 6, 1.0, 3.0, 0.0, 1.6454, 17.5, 
2022-09-16 11:49:25.250685, 1663321765200, 1, 46, 1.0, 3.0, 0.0, 1.6454, 16.0, 
2022-09-16 11:49:25.423099, 1663321765400, 2, 8, 1.0, 3.0, 0.0, 1.6454, 15.0, 
2022-09-16 11:49:25.618708, 1663321765600, 1, 5, 1.0, 3.0, 0.0, 1.6454, 14.5, 
2022-09-16 11:49:25.818388, 1663321765800, 1, 7, 1.0, 3.0, 0.0, 1.6454, 13.5, 
2022-09-16 11:49:26.042153, 1663321766000, 1, 19, 1.0, 3.0, 0.0, 1.6454, 12.0, 
2022-09-16 11:49:26.235828, 1663321766200, 1, 11, 1.0, 3.0, 0.0, 1.6454, 11.0, 
2022-09-16 11:49:26.411950, 1663321766400, 1, 6, 1.0, 3.0, 0.0, 1.6454, 10.5, 
2022-09-16 11:49:26.619496, 1663321766600, 2, 6, 1.0, 3.0, 0.0, 1.6454, 9.5, 
2022-09-16 11:49:26.811459, 1663321766800, 0, 7, 1.0, 3.0, 0.0, 1.6454, 8.5, 
2022-09-16 11:49:27.020675, 1663321767000, 4, 13, 1.0, 3.0, 0.0, 1.6454, 7.5, 
2022-09-16 11:49:27.216049, 1663321767200, 4, 5, 1.0, 3.0, 0.0, 1.6454, 6.0, 
2022-09-16 11:49:27.413581, 1663321767400, 1, 11, 1.0, 3.0, 0.0, 1.6454, 5.5, 
2022-09-16 11:49:27.616127, 1663321767600, 4, 3, 1.0, 3.0, 0.0, 1.6454, 4.5, 
2022-09-16 11:49:27.814958, 1663321767800, 1, 12, 1.0, 3.0, 0.0, 1.6454, 3.5, 
2022-09-16 11:49:28.018981, 1663321768000, 1, 15, 1.0, 3.0, 0.0, 1.6454, 2.0, 
2022-09-16 11:49:28.209178, 1663321768200, 1, 1, 1.0, 3.0, 0.0, 1.6454, 1.0, 
2022-09-16 11:49:28.406669, 1663321768400, 1, 4, 0.0, 3.0, 0.0, 1.6454, 0.5, 
2022-09-16 11:49:28.612159, 1663321768600, 2, 6, 0.0, 3.0, 0.0, 1.6454, 0.5, 
2022-09-16 11:49:28.816173, 1663321768800, 0, 4, 0.0, 3.0, 0.04, 1.6454, 0.5, 
2022-09-16 11:49:29.014112, 1663321769000, 3, 7, 0.0, 3.0, 0.06666666666666667, 1.6454, 0.5, 
2022-09-16 11:49:29.221303, 1663321769200, 1, 4, 0.0, 3.0, 0.08, 1.6454, 0.5, 
2022-09-16 11:49:29.454793, 1663321769400, 1, 22, 0.0, 3.0, 0.11999999999999998, 1.6454, 0.5, 
2022-09-16 11:49:29.622327, 1663321769600, 0, 13, 0.0, 3.0, 0.1333333333333333, 1.6454, 0.5, 
2022-09-16 11:49:29.830281, 1663321769800, 1, 21, 0.0, 3.0, 0.1733333333333333, 1.6454, 0.5, 
2022-09-16 11:49:30.028313, 1663321770000, 1, 7, 0.0, 3.0, 0.18666666666666665, 1.6454, 0.5, 
2022-09-16 11:49:30.249418, 1663321770200, 0, 7, 0.0, 3.0, 0.22666666666666668, 1.6454, 0.5, 
2022-09-16 11:49:30.426972, 1663321770400, 1, 8, 0.0, 3.0, 0.24000000000000002, 1.6454, 0.5, 
2022-09-16 11:49:30.618179, 1663321770600, 3, 6, 0.0, 3.0, 0.26666666666666666, 1.6454, 0.5, 
2022-09-16 11:49:30.828300, 1663321770800, 1, 6, 0.0, 3.0, 0.2933333333333334, 1.6454, 0.5, 
2022-09-16 11:49:31.058860, 1663321771000, 10, 20, 0.0, 3.0, 0.3333333333333334, 1.6454, 0.5, 
2022-09-16 11:49:31.236304, 1663321771200, 6, 27, 0.0, 3.0, 0.3600000000000001, 1.6454, 0.5, 
2022-09-16 11:49:31.417323, 1663321771400, 1, 8, 0.0, 3.0, 0.37333333333333346, 1.6454, 0.5, 
2022-09-16 11:49:31.613553, 1663321771600, 2, 5, 0.0, 3.0, 0.40000000000000013, 1.6454, 0.5, 
2022-09-16 11:49:31.815553, 1663321771800, 2, 5, 0.0, 3.0, 0.4266666666666668, 1.6454, 0.5, 
2022-09-16 11:49:32.030426, 1663321772000, 2, 24, 0.0, 3.0, 0.46666666666666684, 1.6454, 0.5, 
2022-09-16 11:49:32.247782, 1663321772200, 2, 6, 0.0, 3.0, 0.49333333333333357, 1.6454, 0.5, 
2022-09-16 11:49:32.431687, 1663321772400, 2, 15, 0.0, 3.0, 0.5066666666666669, 1.6454, 0.5, 
2022-09-16 11:49:32.619997, 1663321772600, 1, 11, 0.0, 3.0, 0.5333333333333337, 1.6454, 0.5, 
2022-09-16 11:49:32.805023, 1663321772800, 1, 3, 0.0, 3.0, 0.5600000000000004, 1.6454, 0.5, 
2022-09-16 11:49:33.004693, 1663321773000, 0, 3, 0.0, 3.0, 0.586666666666667, 1.6454, 0.5, 
2022-09-16 11:49:33.237039, 1663321773200, 4, 5, 0.0, 3.0, 0.626666666666667, 1.6454, 0.5, 
2022-09-16 11:49:33.411094, 1663321773400, 1, 5, 0.0, 3.0, 0.6400000000000005, 1.6454, 0.5, 
2022-09-16 11:49:33.615570, 1663321773600, 1, 7, 0.0, 3.0, 0.6666666666666671, 1.6454, 0.5, 
2022-09-16 11:49:33.811719, 1663321773800, 1, 5, 0.0, 3.0, 0.6933333333333338, 1.6454, 0.5, 
2022-09-16 11:49:34.029058, 1663321774000, 1, 15, 0.0, 3.0, 0.7200000000000005, 1.6454, 0.5, 
2022-09-16 11:49:34.238806, 1663321774200, 2, 4, 0.0, 3.0, 0.7600000000000006, 1.6454, 0.5, 
2022-09-16 11:49:34.425323, 1663321774400, 1, 15, 0.0, 3.0, 0.7733333333333339, 1.6454, 0.5, 
2022-09-16 11:49:34.624754, 1663321774600, 0, 18, 0.0, 3.0, 0.8000000000000006, 1.6454, 0.5, 
2022-09-16 11:49:34.814675, 1663321774800, 1, 8, 0.0, 3.0, 0.8266666666666672, 1.6454, 0.5, 
2022-09-16 11:49:35.049543, 1663321775000, 1, 9, 0.0, 3.0, 0.8666666666666673, 1.6454, 0.5, 
2022-09-16 11:49:35.218670, 1663321775200, 1, 16, 0.0, 3.0, 0.893333333333334, 1.6454, 0.5, 
2022-09-16 11:49:35.421133, 1663321775400, 0, 6, 0.0, 3.0, 0.9200000000000007, 1.6454, 0.5, 
2022-09-16 11:49:35.631915, 1663321775600, 0, 9, 0.0, 3.0, 0.933333333333334, 1.6454, 0.5, 
2022-09-16 11:49:35.821800, 1663321775800, 1, 15, 0.0, 3.0, 0.9600000000000007, 1.6454, 0.5, 
2022-09-16 11:49:36.016658, 1663321776000, 1, 4, 0.0, 3.0, 1.0000000000000007, 1.6454, 0.5, 
2022-09-16 11:49:36.223143, 1663321776200, 0, 5, 0.0, 3.0, 1.0133333333333339, 1.6454, 0.5, 
2022-09-16 11:49:36.417571, 1663321776400, 1, 5, 0.0, 3.0, 1.0400000000000007, 1.6454, 0.5, 
2022-09-16 11:49:36.632986, 1663321776600, 2, 7, 0.0, 3.0, 1.0800000000000007, 1.6454, 0.5, 
2022-09-16 11:49:36.811243, 1663321776800, 1, 4, 0.0, 3.0, 1.093333333333334, 1.6454, 0.5, 
2022-09-16 11:49:37.031797, 1663321777000, 1, 5, 0.0, 3.0, 1.1200000000000008, 1.6454, 0.5, 
2022-09-16 11:49:37.220458, 1663321777200, 0, 7, 0.0, 3.0, 1.1466666666666674, 1.6454, 0.5, 
2022-09-16 11:49:37.411952, 1663321777400, 1, 5, 0.0, 3.0, 1.173333333333334, 1.6454, 0.5, 
2022-09-16 11:49:37.634017, 1663321777600, 1, 25, 0.0, 3.0, 1.213333333333334, 1.6454, 0.5, 
2022-09-16 11:49:37.814178, 1663321777800, 1, 6, 0.0, 3.0, 1.2266666666666675, 1.6454, 0.5, 
2022-09-16 11:49:38.045393, 1663321778000, 1, 35, 0.0, 3.0, 1.2666666666666675, 1.6454, 0.5, 
2022-09-16 11:49:38.217671, 1663321778200, 1, 5, 0.0, 3.0, 1.280000000000001, 1.6454, 0.5, 
2022-09-16 11:49:38.424106, 1663321778400, 1, 4, 0.0, 3.0, 1.3066666666666675, 1.6454, 0.5, 
2022-09-16 11:49:38.619769, 1663321778600, 1, 8, 0.0, 3.0, 1.3333333333333341, 1.6454, 0.5, 
2022-09-16 11:49:38.840135, 1663321778800, 1, 7, 0.0, 3.0, 1.3733333333333342, 1.6454, 0.5, 
2022-09-16 11:49:39.018420, 1663321779000, 2, 8, 0.0, 3.0, 1.3866666666666676, 1.6454, 0.5, 
2022-09-16 11:49:39.236406, 1663321779200, 0, 5, 0.0, 3.0, 1.4266666666666676, 1.6454, 0.5, 
2022-09-16 11:49:39.417814, 1663321779400, 1, 6, 0.0, 3.0, 1.440000000000001, 1.6454, 0.5, 
2022-09-16 11:49:39.625326, 1663321779600, 0, 5, 0.0, 3.0, 1.480000000000001, 1.6454, 0.5, 
2022-09-16 11:49:39.833544, 1663321779800, 1, 7, 0.0, 3.0, 1.5066666666666677, 1.6454, 0.5, 
2022-09-16 11:49:40.003499, 1663321780000, 1, 1, 0.0, 3.0, 1.5200000000000011, 1.6454, 0.5, 
2022-09-16 11:49:40.251808, 1663321780200, 1, 5, 0.0, 3.0, 1.5600000000000012, 1.6454, 0.5, 
2022-09-16 11:49:40.414515, 1663321780400, 1, 4, 0.0, 3.0, 1.5733333333333344, 1.6454, 0.5, 
2022-09-16 11:49:40.618411, 1663321780600, 1, 5, 0.0, 3.0, 1.6000000000000012, 1.6454, 0.5, 
2022-09-16 11:49:40.813703, 1663321780800, 1, 6, 0.0, 3.0, 1.6266666666666678, 1.6454, 0.5, 
2022-09-16 11:49:41.042683, 1663321781000, 1, 14, 0.0, 3.0, 1.6666666666666679, 1.6454, 0.5, 
2022-09-16 11:49:41.236917, 1663321781200, 1, 5, 0.0, 3.0, 1.6933333333333345, 1.6454, 0.5, 
2022-09-16 11:49:41.416407, 1663321781400, 1, 6, 0.0, 3.0, 1.7066666666666679, 1.6454, 0.5, 
2022-09-16 11:49:41.619868, 1663321781600, 2, 14, 1.0, 3.0, 1.7066666666666679, 1.6454, 0.5, 
2022-09-16 11:49:41.816370, 1663321781800, 3, 7, 1.0, 3.0, 1.7066666666666679, 1.6454, 19.5, 
2022-09-16 11:49:42.033519, 1663321782000, 1, 12, 1.0, 3.0, 0.0, 1.6454, 18.5, 
2022-09-16 11:49:42.219540, 1663321782200, 1, 6, 1.0, 3.0, 0.0, 1.6454, 17.5, 
2022-09-16 11:49:42.406921, 1663321782400, 0, 3, 1.0, 3.0, 0.0, 1.6454, 16.5, 
2022-09-16 11:49:42.612076, 1663321782600, 1, 6, 1.0, 3.0, 0.0, 1.6454, 15.5, 
2022-09-16 11:49:42.805396, 1663321782800, 1, 2, 1.0, 3.0, 0.0, 1.6454, 14.5, 
2022-09-16 11:49:43.042439, 1663321783000, 3, 32, 1.0, 3.0, 0.0, 1.6454, 13.0, 
2022-09-16 11:49:43.242579, 1663321783200, 9, 23, 1.0, 3.0, 0.0, 1.6454, 12.0, 
2022-09-16 11:49:43.424677, 1663321783400, 2, 10, 1.0, 3.0, 0.0, 1.6454, 11.5, 
2022-09-16 11:49:43.613342, 1663321783600, 2, 5, 1.0, 3.0, 0.0, 1.6454, 10.0, 
2022-09-16 11:49:43.816230, 1663321783800, 1, 6, 1.0, 3.0, 0.0, 1.6454, 9.5, 
2022-09-16 11:49:44.015022, 1663321784000, 0, 13, 1.0, 3.0, 0.0, 1.6454, 8.0, 
2022-09-16 11:49:44.216679, 1663321784200, 1, 10, 1.0, 3.0, 0.0, 1.6454, 7.5, 
2022-09-16 11:49:44.423620, 1663321784400, 1, 9, 1.0, 3.0, 0.0, 1.6454, 6.0, 
2022-09-16 11:49:44.616870, 1663321784600, 1, 9, 1.0, 3.0, 0.0, 1.6454, 5.5, 
2022-09-16 11:49:44.808958, 1663321784800, 2, 4, 1.0, 3.0, 0.0, 1.6454, 4.5, 
2022-09-16 11:49:45.020082, 1663321785000, 0, 5, 1.0, 3.0, 0.0, 1.6454, 3.5, 
2022-09-16 11:49:45.237727, 1663321785200, 1, 9, 1.0, 3.0, 0.0, 1.6454, 2.0, 
2022-09-16 11:49:45.417291, 1663321785400, 1, 12, 1.0, 3.0, 0.0, 1.6454, 1.5, 
2022-09-16 11:49:45.633327, 1663321785600, 1, 28, 0.0, 3.0, 0.0, 1.6454, 0.5, 
2022-09-16 11:49:45.820846, 1663321785800, 1, 14, 0.0, 3.0, 0.0, 1.6454, 0.5, 
2022-09-16 11:49:46.013254, 1663321786000, 1, 5, 0.0, 3.0, 0.0, 1.6454, 0.5, 
2022-09-16 11:49:46.208387, 1663321786200, 0, 4, 0.0, 3.0, 0.04, 1.6454, 0.5, 
2022-09-16 11:49:46.408192, 1663321786400, 1, 3, 0.0, 3.0, 0.05333333333333334, 1.6454, 0.5, 
2022-09-16 11:49:46.612967, 1663321786600, 1, 5, 0.0, 3.0, 0.08, 1.6454, 0.5, 
2022-09-16 11:49:46.830308, 1663321786800, 1, 20, 0.0, 3.0, 0.11999999999999998, 1.6454, 0.5, 
2022-09-16 11:49:47.053549, 1663321787000, 13, 29, 0.0, 3.0, 0.14666666666666664, 1.6454, 0.5, 
2022-09-16 11:49:47.213167, 1663321787200, 1, 8, 0.0, 3.0, 0.1733333333333333, 1.6454, 0.5, 
2022-09-16 11:49:47.429326, 1663321787400, 0, 25, 0.0, 3.0, 0.18666666666666665, 1.6454, 0.5, 
2022-09-16 11:49:47.610874, 1663321787600, 1, 5, 0.0, 3.0, 0.21333333333333335, 1.6454, 0.5, 
2022-09-16 11:49:47.820487, 1663321787800, 3, 5, 0.0, 3.0, 0.25333333333333335, 1.6454, 0.5, 
2022-09-16 11:49:48.017920, 1663321788000, 0, 7, 0.0, 3.0, 0.26666666666666666, 1.6454, 0.5, 
2022-09-16 11:49:48.208181, 1663321788200, 1, 3, 0.0, 3.0, 0.3066666666666667, 1.6454, 0.5, 
2022-09-16 11:49:48.407960, 1663321788400, 1, 6, 0.0, 3.0, 0.3333333333333334, 1.6454, 0.5, 
2022-09-16 11:49:48.611511, 1663321788600, 1, 7, 0.0, 3.0, 0.34666666666666673, 1.6454, 0.5, 
2022-09-16 11:49:48.851341, 1663321788800, 1, 9, 0.0, 3.0, 0.38666666666666677, 1.6454, 0.5, 
2022-09-16 11:49:49.021639, 1663321789000, 0, 15, 0.0, 3.0, 0.40000000000000013, 1.6454, 0.5, 
2022-09-16 11:49:49.237942, 1663321789200, 1, 6, 0.0, 3.0, 0.44000000000000017, 1.6454, 0.5, 
2022-09-16 11:49:49.440231, 1663321789400, 1, 6, 0.0, 3.0, 0.46666666666666684, 1.6454, 0.5, 
2022-09-16 11:49:49.611709, 1663321789600, 3, 5, 0.0, 3.0, 0.4800000000000002, 1.6454, 0.5, 
2022-09-16 11:49:49.817371, 1663321789800, 1, 3, 0.0, 3.0, 0.5200000000000004, 1.6454, 0.5, 
2022-09-16 11:49:50.046765, 1663321790000, 0, 23, 0.0, 3.0, 0.5333333333333337, 1.6454, 0.5, 
2022-09-16 11:49:50.219920, 1663321790200, 3, 7, 0.0, 3.0, 0.5600000000000004, 1.6454, 0.5, 
2022-09-16 11:49:50.416984, 1663321790400, 0, 6, 0.0, 3.0, 0.586666666666667, 1.6454, 0.5, 
2022-09-16 11:49:50.612706, 1663321790600, 2, 7, 0.0, 3.0, 0.626666666666667, 1.6454, 0.5, 
2022-09-16 11:49:50.819643, 1663321790800, 1, 13, 0.0, 3.0, 0.6533333333333338, 1.6454, 0.5, 
2022-09-16 11:49:51.064354, 1663321791000, 13, 47, 0.0, 3.0, 0.6800000000000005, 1.6454, 0.5, 
2022-09-16 11:49:51.216429, 1663321791200, 0, 5, 0.0, 3.0, 0.6933333333333338, 1.6454, 0.5, 
2022-09-16 11:49:51.440777, 1663321791400, 1, 14, 0.0, 3.0, 0.7333333333333338, 1.6454, 0.5, 
2022-09-16 11:49:51.619826, 1663321791600, 2, 9, 0.0, 3.0, 0.7600000000000006, 1.6454, 0.5, 
2022-09-16 11:49:51.829936, 1663321791800, 1, 4, 0.0, 3.0, 0.7866666666666672, 1.6454, 0.5, 
2022-09-16 11:49:52.016325, 1663321792000, 5, 7, 0.0, 3.0, 0.8000000000000006, 1.6454, 0.5, 
2022-09-16 11:49:52.211562, 1663321792200, 1, 6, 0.0, 3.0, 0.8266666666666672, 1.6454, 0.5, 
2022-09-16 11:49:52.421974, 1663321792400, 3, 18, 0.0, 3.0, 0.8666666666666673, 1.6454, 0.5, 
2022-09-16 11:49:52.614299, 1663321792600, 0, 3, 0.0, 3.0, 0.8800000000000007, 1.6454, 0.5, 
2022-09-16 11:49:52.848689, 1663321792800, 1, 6, 0.0, 3.0, 0.9200000000000007, 1.6454, 0.5, 
2022-09-16 11:49:53.048200, 1663321793000, 1, 17, 0.0, 3.0, 0.9466666666666673, 1.6454, 0.5, 
