attackerField,serverField,protocol,startDate,endDate
621,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:34.548259,2025-02-13 16:40:35.013140
622,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:34.803981,2025-02-13 16:40:35.244398
623,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:35.013267,2025-02-13 16:40:35.510554
624,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:35.056322,2025-02-13 16:40:35.552314
625,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:35.403099,2025-02-13 16:40:35.848449
626,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:35.552953,2025-02-13 16:40:36.052322
627,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:36.000516,2025-02-13 16:40:36.456306
628,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:36.004773,2025-02-13 16:40:36.504706
629,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:36.504903,2025-02-13 16:40:36.548305
630,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:36.507019,2025-02-13 16:40:36.548323
631,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:36.603358,2025-02-13 16:40:37.072205
632,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:37.008669,2025-02-13 16:40:37.506880
633,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:37.010148,2025-02-13 16:40:37.508517
634,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:37.200375,2025-02-13 16:40:37.648397
635,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:37.548312,2025-02-13 16:40:38.010642
636,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:37.552394,2025-02-13 16:40:38.012476
637,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:37.800499,2025-02-13 16:40:38.244373
638,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:38.056405,2025-02-13 16:40:38.554881
639,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:38.056405,2025-02-13 16:40:38.555019
640,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:38.400302,2025-02-13 16:40:38.852404
641,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:39.000665,2025-02-13 16:40:39.444310
642,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:39.005872,2025-02-13 16:40:39.505842
643,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:39.008036,2025-02-13 16:40:39.507957
644,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:39.505962,2025-02-13 16:40:39.548243
645,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:39.508067,2025-02-13 16:40:39.548344
646,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:39.600936,2025-02-13 16:40:40.044241
647,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:40.009229,2025-02-13 16:40:40.509156
648,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:40.011632,2025-02-13 16:40:40.510580
649,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:40.200792,2025-02-13 16:40:40.644278
650,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:40.509257,2025-02-13 16:40:41.007230
651,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:40.552385,2025-02-13 16:40:41.009140
652,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:40.800432,2025-02-13 16:40:41.244229
653,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:41.048665,2025-02-13 16:40:41.510212
654,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:41.052571,2025-02-13 16:40:41.552519
655,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:41.401433,2025-02-13 16:40:41.872309
656,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:41.552524,2025-02-13 16:40:42.052389
657,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:42.000494,2025-02-13 16:40:42.480259
658,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:42.010461,2025-02-13 16:40:42.052384
659,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:42.058542,2025-02-13 16:40:42.558536
660,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:42.502661,2025-02-13 16:40:42.604186
661,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:42.528185,2025-02-13 16:40:43.013669
662,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:42.558553,2025-02-13 16:40:43.058510
663,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:42.563513,2025-02-13 16:40:43.053566
664,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:43.003354,2025-02-13 16:40:43.502495
665,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:43.058562,2025-02-13 16:40:43.558527
666,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:43.100159,2025-02-13 16:40:43.579772
667,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:43.199961,2025-02-13 16:40:43.676171
668,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:43.513227,2025-02-13 16:40:44.011041
669,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:43.558632,2025-02-13 16:40:44.058627
670,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:43.624180,2025-02-13 16:40:43.624180
671,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:43.800263,2025-02-13 16:40:44.268201
672,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:44.028107,2025-02-13 16:40:44.525841
673,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:44.058646,2025-02-13 16:40:44.558515
674,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:44.146544,2025-02-13 16:40:44.188159
675,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:44.400083,2025-02-13 16:40:44.894856
676,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:44.547691,2025-02-13 16:40:45.015790
677,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:44.558880,2025-02-13 16:40:45.058856
678,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:44.691379,2025-02-13 16:40:44.736171
679,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:44.943098,2025-02-13 16:40:45.400625
680,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:45.053517,2025-02-13 16:40:45.544177
681,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:45.058939,2025-02-13 16:40:45.558881
682,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:45.241184,2025-02-13 16:40:45.284175
683,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:45.448167,2025-02-13 16:40:45.824156
684,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:45.558955,2025-02-13 16:40:46.058918
685,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:45.563282,2025-02-13 16:40:46.022946
686,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:45.746889,2025-02-13 16:40:46.239769
687,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:46.001816,2025-02-13 16:40:46.430811
688,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:46.059223,2025-02-13 16:40:46.559147
689,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:46.064254,2025-02-13 16:40:46.532770
690,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:46.284175,2025-02-13 16:40:46.284175
691,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:46.559238,2025-02-13 16:40:47.059213
692,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:46.576211,2025-02-13 16:40:47.059458
693,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:46.600183,2025-02-13 16:40:47.040741
694,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:46.796333,2025-02-13 16:40:46.840258
695,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:47.059404,2025-02-13 16:40:47.559363
696,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:47.100173,2025-02-13 16:40:47.590370
697,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:47.200103,2025-02-13 16:40:47.646448
698,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:47.304547,2025-02-13 16:40:47.352190
699,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:47.559447,2025-02-13 16:40:48.059400
700,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:47.615745,2025-02-13 16:40:48.085146
701,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:47.800665,2025-02-13 16:40:48.272172
702,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:47.805161,2025-02-13 16:40:48.296288
703,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:48.059448,2025-02-13 16:40:48.559416
704,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:48.128225,2025-02-13 16:40:48.615914
705,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:48.399905,2025-02-13 16:40:48.830889
706,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:48.559459,2025-02-13 16:40:49.059091
707,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:48.666753,2025-02-13 16:40:49.164263
708,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:48.810284,2025-02-13 16:40:48.852220
709,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:48.999905,2025-02-13 16:40:49.421469
710,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:49.059480,2025-02-13 16:40:49.559455
711,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:49.202972,2025-02-13 16:40:49.701512
712,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:49.340892,2025-02-13 16:40:49.388282
713,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:49.559494,2025-02-13 16:40:50.059417
714,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:49.577282,2025-02-13 16:40:50.041078
715,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:49.727004,2025-02-13 16:40:50.166690
716,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:49.869982,2025-02-13 16:40:49.912190
717,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:50.059512,2025-02-13 16:40:50.559487
718,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:50.112565,2025-02-13 16:40:50.600349
719,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:50.258327,2025-02-13 16:40:50.730018
720,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:50.371385,2025-02-13 16:40:50.840298
721,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:50.559550,2025-02-13 16:40:51.059515
722,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:50.640742,2025-02-13 16:40:51.119204
723,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:50.760788,2025-02-13 16:40:51.256267
724,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:51.059632,2025-02-13 16:40:51.559575
725,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:51.200561,2025-02-13 16:40:51.615441
726,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:51.263267,2025-02-13 16:40:51.763100
727,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:51.304857,2025-02-13 16:40:51.348273
728,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:51.559643,2025-02-13 16:40:52.059542
729,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:51.763297,2025-02-13 16:40:52.244041
730,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:51.800642,2025-02-13 16:40:52.256054
731,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:51.834417,2025-02-13 16:40:51.880164
732,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:52.059670,2025-02-13 16:40:52.559555
733,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:52.284793,2025-02-13 16:40:52.753985
734,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:52.356628,2025-02-13 16:40:52.404170
735,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:52.400034,2025-02-13 16:40:52.851584
736,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:52.560101,2025-02-13 16:40:53.060078
737,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:52.800228,2025-02-13 16:40:53.260028
738,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:52.871405,2025-02-13 16:40:53.352202
739,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:52.999805,2025-02-13 16:40:53.440730
740,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:53.060160,2025-02-13 16:40:53.560070
741,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:53.300230,2025-02-13 16:40:53.789187
742,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:53.560176,2025-02-13 16:40:54.060160
743,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:53.599881,2025-02-13 16:40:54.092262
744,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:53.814997,2025-02-13 16:40:54.304826
745,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:54.008860,2025-02-13 16:40:54.348229
746,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:54.060193,2025-02-13 16:40:54.560176
747,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:54.101406,2025-02-13 16:40:54.599744
748,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:54.352184,2025-02-13 16:40:54.744326
749,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:54.560214,2025-02-13 16:40:55.060212
750,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:54.625424,2025-02-13 16:40:55.026497
751,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:54.856819,2025-02-13 16:40:55.330064
752,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:54.943968,2025-02-13 16:40:55.404232
753,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:55.060215,2025-02-13 16:40:55.560212
754,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:55.200647,2025-02-13 16:40:55.631655
755,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:55.360778,2025-02-13 16:40:55.825392
756,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:55.560217,2025-02-13 16:40:56.060120
757,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:55.800131,2025-02-13 16:40:56.235894
758,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:55.868165,2025-02-13 16:40:56.356985
759,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:55.906973,2025-02-13 16:40:56.383587
760,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:56.060224,2025-02-13 16:40:56.560217
761,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:56.377490,2025-02-13 16:40:56.816211
762,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:56.400122,2025-02-13 16:40:56.859874
763,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:56.424258,2025-02-13 16:40:56.816210
764,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:56.560226,2025-02-13 16:40:57.060225
765,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:57.002468,2025-02-13 16:40:57.420677
766,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:57.004618,2025-02-13 16:40:57.503897
767,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:57.060230,2025-02-13 16:40:57.560224
768,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:57.384541,2025-02-13 16:40:57.432449
769,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:57.560292,2025-02-13 16:40:58.060291
770,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:57.575679,2025-02-13 16:40:58.035153
771,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:57.600107,2025-02-13 16:40:58.010867
772,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:57.935521,2025-02-13 16:40:58.336235
773,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:58.060462,2025-02-13 16:40:58.560334
774,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:58.076208,2025-02-13 16:40:58.576169
775,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:58.200295,2025-02-13 16:40:58.620881
776,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:58.560468,2025-02-13 16:40:59.060461
777,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:58.576317,2025-02-13 16:40:59.076234
778,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:58.799798,2025-02-13 16:40:59.209927
779,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:58.919985,2025-02-13 16:40:58.968172
780,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:59.060479,2025-02-13 16:40:59.560472
781,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:59.090141,2025-02-13 16:40:59.588259
782,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:40:59.400138,2025-02-13 16:40:59.830464
783,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:40:59.481515,2025-02-13 16:40:59.524279
784,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:40:59.560484,2025-02-13 16:41:00.060465
785,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:40:59.610880,2025-02-13 16:41:00.072185
786,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:00.002235,2025-02-13 16:41:00.466612
787,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:00.025376,2025-02-13 16:41:00.068231
788,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:00.060574,2025-02-13 16:41:00.560246
789,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:00.131578,2025-02-13 16:41:00.597176
790,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:00.526496,2025-02-13 16:41:00.980257
791,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:00.560637,2025-02-13 16:41:01.060614
792,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:00.599719,2025-02-13 16:41:01.099644
793,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:00.644177,2025-02-13 16:41:01.130984
794,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:01.060659,2025-02-13 16:41:01.560644
795,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:01.109910,2025-02-13 16:41:01.600663
796,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:01.176176,2025-02-13 16:41:01.646160
797,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:01.263809,2025-02-13 16:41:01.308185
798,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:01.560762,2025-02-13 16:41:02.060752
799,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:01.610884,2025-02-13 16:41:02.067332
800,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:01.688267,2025-02-13 16:41:02.130841
801,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:01.830784,2025-02-13 16:41:01.872177
802,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:02.060765,2025-02-13 16:41:02.560449
803,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:02.200462,2025-02-13 16:41:02.631111
804,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:02.237836,2025-02-13 16:41:02.708471
805,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:02.488800,2025-02-13 16:41:02.904227
806,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:02.560892,2025-02-13 16:41:03.060889
807,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:02.706299,2025-02-13 16:41:03.199998
808,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:02.749227,2025-02-13 16:41:03.244238
809,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:03.061014,2025-02-13 16:41:03.560871
810,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:03.240920,2025-02-13 16:41:03.631487
811,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:03.259965,2025-02-13 16:41:03.740243
812,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:03.459684,2025-02-13 16:41:03.900226
813,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:03.561117,2025-02-13 16:41:04.061111
814,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:03.760708,2025-02-13 16:41:04.233716
815,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:03.800566,2025-02-13 16:41:04.282455
816,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:04.061170,2025-02-13 16:41:04.561128
817,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:04.264175,2025-02-13 16:41:04.739817
818,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:04.341462,2025-02-13 16:41:04.388203
819,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:04.400391,2025-02-13 16:41:04.846290
820,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:04.561215,2025-02-13 16:41:05.061175
821,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:04.775603,2025-02-13 16:41:05.273774
822,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:04.877713,2025-02-13 16:41:05.352225
823,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:05.000106,2025-02-13 16:41:05.441059
824,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:05.061254,2025-02-13 16:41:05.561221
825,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:05.304319,2025-02-13 16:41:05.761220
826,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:05.561345,2025-02-13 16:41:06.061319
827,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:05.600658,2025-02-13 16:41:06.077159
828,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:05.761314,2025-02-13 16:41:05.808185
829,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:05.808167,2025-02-13 16:41:06.235904
830,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:06.061482,2025-02-13 16:41:06.561477
831,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:06.200600,2025-02-13 16:41:06.671794
832,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:06.342861,2025-02-13 16:41:06.816297
833,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:06.342992,2025-02-13 16:41:06.816242
834,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:06.561532,2025-02-13 16:41:07.061489
835,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:06.799998,2025-02-13 16:41:07.210965
836,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:07.003522,2025-02-13 16:41:07.503406
837,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:07.061564,2025-02-13 16:41:07.561448
838,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:07.291321,2025-02-13 16:41:07.775931
839,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:07.322096,2025-02-13 16:41:07.799758
840,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:07.528874,2025-02-13 16:41:08.003657
841,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:07.561648,2025-02-13 16:41:08.061588
842,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:07.816237,2025-02-13 16:41:08.314739
843,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:07.835470,2025-02-13 16:41:08.262482
844,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:08.034640,2025-02-13 16:41:08.529301
845,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:08.061653,2025-02-13 16:41:08.561621
846,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:08.360159,2025-02-13 16:41:08.360159
847,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:08.400444,2025-02-13 16:41:08.840256
848,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:08.561713,2025-02-13 16:41:09.061689
849,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:08.572241,2025-02-13 16:41:09.054732
850,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:08.887187,2025-02-13 16:41:08.932163
851,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:08.999949,2025-02-13 16:41:09.476773
852,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:09.061749,2025-02-13 16:41:09.561727
853,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-13 16:41:09.085331,2025-02-13 16:41:09.565083
854,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-13 16:41:09.464539,2025-02-13 16:41:09.908365
855,192.168.0.11,192.168.0.42,IPV4-TCP,2025-02-13 16:41:09.561911,2025-02-13 16:41:10.061899
856,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-13 16:41:09.600101,2025-02-13 16:41:10.071989
